pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;coffee;Cirrhosis;Negative;o;9;15;122;131
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;coffee;cirrhosis;Negative;o;9;15;196;205
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;coffee;fibrosis;Negative;o;9;15;184;192
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;tea;Cirrhosis;Negative;o;20;23;122;131
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;tea;cirrhosis;Negative;o;20;23;196;205
19676128;a;2;Baseline coffee and tea intake were assessed in 766 participants of the Hepatitis C Antiviral Long-Term Treatment against Cirrhosis (HALT-C) trial who had hepatitis C-related bridging fibrosis or cirrhosis on liver biopsy and failed to achieve a sustained virological response to peginterferon plus ribavirin treatment. ;tea;fibrosis;Negative;o;20;23;184;192
19676128;a;4;At baseline, higher coffee consumption was associated with less severe steatosis on biopsy, lower serum aspartate aminotransferase (AST)/alanine aminotransferase (ALT) ratio, alpha-fetoprotein, insulin, and homeostatic model assessment (HOMA2) score, and higher albumin (P < 0.05 for all). ;coffee;steatosis;Treatment_of_disease;o;20;26;71;80
19676128;a;10;CONCLUSION: In a large prospective study of participants with advanced hepatitis C-related liver disease , regular coffee consumption was associated with lower rates of disease progression. ;coffee;liver disease;Treatment_of_disease;o;115;121;91;104
19676128;a;10;CONCLUSION: In a large prospective study of participants with advanced hepatitis C -related liver disease, regular coffee consumption was associated with lower rates of disease progression. ;coffee;hepatitis C;Treatment_of_disease;o;115;121;71;82
19712738;t;0; Hawthorn extract reduces infarct volume and improves neurological score by reducing oxidative stress in rat brain following middle cerebral artery occlusion . ;Hawthorn;middle cerebral artery occlusion;Treatment_of_disease;x;1;9;125;157
19712738;t;0; Hawthorn extract reduces infarct volume and improves neurological score by reducing oxidative stress in rat brain following middle cerebral artery occlusion. ;Hawthorn;infarct;Treatment_of_disease;o;1;9;26;33
19712738;a;0;In our present investigation the neuroprotective effect of alcoholic extract of Hawthorn (Crataegus oxycantha) was evaluated against middle cerebral artery occlusion induced ischemia/reperfusion injury in rats. ;Hawthorn;middle cerebral artery occlusion;Treatment_of_disease;o;80;88;133;165
19712738;a;0;In our present investigation the neuroprotective effect of alcoholic extract of Hawthorn (Crataegus oxycantha) was evaluated against middle cerebral artery occlusion induced ischemia/reperfusion injury in rats. ;Hawthorn;ischemia/reperfusion injury;Treatment_of_disease;o;80;88;174;201
19712738;a;0;In our present investigation the neuroprotective effect of alcoholic extract of Hawthorn ( Crataegus oxycantha ) was evaluated against middle cerebral artery occlusion induced ischemia/reperfusion injury in rats. ;Crataegus oxycantha;middle cerebral artery occlusion;Treatment_of_disease;o;91;110;135;167
19712738;a;0;In our present investigation the neuroprotective effect of alcoholic extract of Hawthorn ( Crataegus oxycantha ) was evaluated against middle cerebral artery occlusion induced ischemia/reperfusion injury in rats. ;Crataegus oxycantha;ischemia/reperfusion injury;Treatment_of_disease;o;91;110;176;203
19712738;a;8;CONCLUSION: Our results suggest that Hawthorn extract which is a well known prophylactic for cardiac conditions may very well protect the brain against ischemia-reperfusion . ;Hawthorn;ischemia-reperfusion;Treatment_of_disease;o;37;45;152;172
19712738;a;9;The reduced brain damage and improved neurological behavior after 24 h of reperfusion in Hawthorn extract pretreated group may be attributed to its antioxidant property which restores glutathione levels, circumvents the increase in lipid peroxidation and nitric oxide levels thereby reducing peroxynitrite formation and free radical induced brain damage. ;Hawthorn;brain damage;Treatment_of_disease;o;89;97;12;24
19712738;a;9;The reduced brain damage and improved neurological behavior after 24 h of reperfusion in Hawthorn extract pretreated group may be attributed to its antioxidant property which restores glutathione levels, circumvents the increase in lipid peroxidation and nitric oxide levels thereby reducing peroxynitrite formation and free radical induced brain damage. ;Hawthorn;reperfusion;Negative;o;89;97;74;85
19712738;a;9;The reduced brain damage and improved neurological behavior after 24 h of reperfusion in Hawthorn extract pretreated group may be attributed to its antioxidant property which restores glutathione levels, circumvents the increase in lipid peroxidation and nitric oxide levels thereby reducing peroxynitrite formation and free radical induced brain damage . ;Hawthorn;brain damage;Treatment_of_disease;o;89;97;12;24
19858733;a;0;The Mediterranean diet, in which olive oil is the primary source of fat, is associated with a low mortality for cardiovascular disease . ;olive;cardiovascular disease;Treatment_of_disease;x;33;38;112;134
19858733;a;1;Data concerning olive oil consumption and primary end points for cardiovascular disease are scarce. ;olive;cardiovascular disease;Negative;o;16;21;65;87
19858733;a;6;The wide range of benefits associated with olive oil consumption could contribute to explaining the low rate of cardiovascular mortality found in southern European-Mediterranean countries, in comparison with other westernized countries, despite a high prevalence of coronary heart disease risk factors. ;olive;coronary heart disease;Negative;o;43;48;266;288
19858733;a;6;The wide range of benefits associated with olive oil consumption could contribute to explaining the low rate of cardiovascular mortality found in southern European-Mediterranean countries, in comparison with other westernized countries, despite a high prevalence of coronary heart disease risk factors. ;olive;cardiovascular mortality;Treatment_of_disease;o;43;48;112;136
19897839;a;0;Effective tobacco control efforts have resulted in substantial declines in tobacco use and tobacco-related cancer deaths in the United States. ;tobacco;cancer;Negative;o;10;17;107;113
19897839;a;0;Effective tobacco control efforts have resulted in substantial declines in tobacco use and tobacco-related cancer deaths in the United States. ;tobacco;cancer;Negative;o;10;17;107;113
19897839;a;0;Effective tobacco control efforts have resulted in substantial declines in tobacco use and tobacco -related cancer deaths in the United States. ;tobacco;cancer;Cause_of_disease;o;10;17;108;114
19994684;t;0;[Clinical observation on therapeutic effect of combination of acupuncture and ginger -partition moxibustion for treatment of patients with cardiac arrhythmia ]. ;ginger;cardiac arrhythmia;Negative;o;78;84;139;157
19994684;a;0;OBJECTIVE: To compare the therapeutic effect of the combined method of acupuncture and ginger -partition moxibustion with that of routine western medicine on the patients with cardiac arrhythmia . ;ginger;cardiac arrhythmia;Negative;o;87;93;176;194
19994684;a;7;CONCLUSION: The therapeutic effect of the combined method of acupuncture and ginger -partition moxibustion on the patients with cardiac arrhythmia is obviously better than that of routine western medicine. ;ginger;cardiac arrhythmia;Treatment_of_disease;o;77;83;128;146
20001818;t;0;Confronting a neglected epidemic: tobacco cessation for persons with mental illnesses and substance abuse problems. ;tobacco;mental illnesses;Negative;o;34;41;69;85
20001818;t;0;Confronting a neglected epidemic: tobacco cessation for persons with mental illnesses and substance abuse problems . ;tobacco;substance abuse problems;Negative;o;34;41;90;114
20001818;a;0; Tobacco use exerts a huge toll on persons with mental illnesses and substance abuse disorders , accounting for 200,000 of the annual 443,000 annual tobacco-related deaths in the United States. ;Tobacco;substance abuse disorders;Cause_of_disease;o;1;8;69;94
20001818;a;0; Tobacco use exerts a huge toll on persons with mental illnesses and substance abuse disorders, accounting for 200,000 of the annual 443,000 annual tobacco-related deaths in the United States. ;Tobacco;mental illnesses;Cause_of_disease;o;1;8;48;64
20001818;a;0;Tobacco use exerts a huge toll on persons with mental illnesses and substance abuse disorders , accounting for 200,000 of the annual 443,000 annual tobacco -related deaths in the United States. ;tobacco;substance abuse disorders;Negative;o;148;155;68;93
20001818;a;0;Tobacco use exerts a huge toll on persons with mental illnesses and substance abuse disorders, accounting for 200,000 of the annual 443,000 annual tobacco -related deaths in the United States. ;tobacco;mental illnesses;Negative;o;147;154;47;63
20021021;t;0;Hypolipidemic effect of ginger in 1,2-dimethyl hydrazine-induced experimental colon carcinogenesis . ;ginger;colon carcinogenesis;Negative;o;24;30;78;98
20021021;a;1;In our laboratory, we studied the chemopreventive and hypolipidemic effect of ginger , a dietary spice, in 1,2-dimethylhydrazine (DMH)-induced colon cancer . ;ginger;colon cancer;Negative;o;78;84;143;155
20021021;a;3; Ginger (50 mg/kg body weight P.O.) was given at the initiation and also at the postinitiation stages of carcinogenesis . ;Ginger;carcinogenesis;Negative;o;1;7;105;119
20021021;a;7;On administering ginger at the initiation and also at the postinitiation stages of colon carcinogenesis , the levels of fecal bile acids, neutral sterols, tissue cholesterol, HMG CoA reductase, free fatty acids, triglycerides, phospholipase A, and phospholipase C were significantly decreased, whereas the levels of phospholipids were increased as compared to unsupplemented DMH treated rats. ;ginger;colon carcinogenesis;Treatment_of_disease;x;17;23;83;103
20021021;a;8;Thus, ginger supplementation was found to reduce the risk of colon cancer markedly by virtue of its hypolipidemic and antioxidative effects. ;ginger;colon cancer;Treatment_of_disease;o;6;12;61;73
20032398;t;0; Aloe -emodin induces cell death through S-phase arrest and caspase-dependent pathways in human tongue squamous cancer SCC-4 cells. ;Aloe;tongue squamous cancer;Treatment_of_disease;x;1;5;96;118
20032398;a;0; Aloe -emodin, one of the anthraquinones, has been shown to have anticancer activity in different kinds of human cancer cell lines. ;Aloe;cancer;Treatment_of_disease;o;1;5;69;75
20032398;a;1;Therefore, the purpose of this study was to investigate the anti-cancer effect of aloe -emodin on human tongue squamous carcinoma SCC-4 cells. ;aloe;tongue squamous carcinoma;Negative;o;82;86;104;129
20032398;a;4; Aloe -emodin promoted the release of apoptosis-inducing factor (AIF), endonuclease G (Endo G), pro-caspase-9 and cytochrome c from the mitochondria via a loss of the mitochondrial membrane potential (DeltaPsi(m)) which was associated with a increase in the ratio of B-cell lymphoma 2-associated X protein (Bax)/B cell lymphoma/leukemia-2 (Bcl-2) and activation of caspase-9 and -3. ;Aloe;B-cell lymphoma;Negative;o;1;5;267;282
20032398;a;4; Aloe -emodin promoted the release of apoptosis-inducing factor (AIF), endonuclease G (Endo G), pro-caspase-9 and cytochrome c from the mitochondria via a loss of the mitochondrial membrane potential (DeltaPsi(m)) which was associated with a increase in the ratio of B-cell lymphoma 2-associated X protein (Bax)/B cell lymphoma/ leukemia -2 (Bcl-2) and activation of caspase-9 and -3. ;Aloe;leukemia;Negative;o;1;5;329;337
20032398;a;4; Aloe -emodin promoted the release of apoptosis-inducing factor (AIF), endonuclease G (Endo G), pro-caspase-9 and cytochrome c from the mitochondria via a loss of the mitochondrial membrane potential (DeltaPsi(m)) which was associated with a increase in the ratio of B-cell lymphoma 2-associated X protein (Bax)/B cell lymphoma /leukemia-2 (Bcl-2) and activation of caspase-9 and -3. ;Aloe;lymphoma;Negative;o;1;5;274;282
20032398;a;7; Aloe -emodin could be a novel chemotherapeutic drug candidate for the treatment of human tongue squamous cance r in the future. ;Aloe;tongue squamous cance;Treatment_of_disease;o;1;5;90;111
20110285;t;0;Mutagen sensitivity, tobacco smoking and breast cancer risk: a case-control study. ;tobacco;breast cancer;Negative;o;21;28;41;54
20110285;a;2;The mutagen sensitivity assay (MSA), a phenotypic marker of DNA damage response and repair capacity, has been consistently shown to associate with the risk of tobacco -related cancers . ;tobacco;cancers;Cause_of_disease;o;159;166;176;183
20110285;a;7;Our data also suggest that bleomycin sensitivity may modulate the effect of tobacco smoking on breast cancer risk. ;tobacco;breast cancer;Cause_of_disease;x;76;83;95;108
20110285;a;8;Among women with hypersensitivity to bleomycin, ever smokers had a 1.6-fold increased risk of breast cancer (95% CI = 0.6-3.9, P for interaction between tobacco smoking and bleomycin sensitivity = 0.32). ;tobacco;breast cancer;Negative;o;153;160;94;107
20110285;a;8;Among women with hypersensitivity to bleomycin, ever smokers had a 1.6-fold increased risk of breast cancer (95% CI = 0.6-3.9, P for interaction between tobacco smoking and bleomycin sensitivity = 0.32). ;tobacco;hypersensitivity;Negative;o;153;160;17;33
20110285;a;10;Our observation that the effect of tobacco smoking on breast cancer risk may differ based on mutagen sensitivity status warrants further investigation. ;tobacco;breast cancer;Cause_of_disease;x;35;42;54;67
20129403;a;2;Further, associations between almond oil and improved bowel transit have been made, which consequently reduces irritable bowel syndrome symptoms. ;almond;irritable bowel syndrome;Treatment_of_disease;o;30;36;111;135
20129403;a;5;Historically, almond oil had been used in Ancient Chinese, Ayurvedic and Greco-Persian schools of Medicine to treat dry skin conditions such as psoriasis and eczema. ;almond;psoriasis;Treatment_of_disease;o;14;20;144;153
20129403;a;5;Historically, almond oil had been used in Ancient Chinese, Ayurvedic and Greco-Persian schools of Medicine to treat dry skin conditions such as psoriasis and eczema . ;almond;eczema;Treatment_of_disease;o;14;20;158;164
20129403;a;6;Further, it is through anecdotal evidence and clinical experiences that almond oil seemingly reduces hypertrophic scarring post-operatively, smoothes and rejuvenates skin. ;almond;hypertrophic;Treatment_of_disease;o;72;78;101;113
20136429;t;0;A lipid-soluble red ginseng extract inhibits the growth of human lung tumor xenografts in nude mice. ;ginseng;lung tumor;Treatment_of_disease;o;20;27;65;75
20136429;a;1;BALB/c-nu mice were inoculated with human lung cancer (NCI-H460) cells to establish a human tumor xenograft model in nude mice, and the lipid-soluble ginseng extract was orally administered. ;ginseng;lung cancer;Negative;o;150;157;42;53
20136429;a;1;BALB/c-nu mice were inoculated with human lung cancer (NCI-H460) cells to establish a human tumor xenograft model in nude mice, and the lipid-soluble ginseng extract was orally administered. ;ginseng;tumor;Negative;o;150;157;92;97
20136429;a;2;The tumor inhibitory rates of the lipid-soluble ginseng extract at doses of 0.1, 0.3, and 1.0 g/kg/day were 18.9% (P < .05), 60.0% (P < .001), and 67.5% (P < .001), respectively. ;ginseng;tumor;Treatment_of_disease;o;48;55;4;9
20136429;a;3;The oral administration of the lipid-soluble extract of red ginseng showed a potent anticancer effect in nude mice bearing human lung cancer cells in a dose-dependent manner without any apparent toxicity. ;ginseng;lung cancer;Treatment_of_disease;o;60;67;129;140
20136429;a;3;The oral administration of the lipid-soluble extract of red ginseng showed a potent anticancer effect in nude mice bearing human lung cancer cells in a dose-dependent manner without any apparent toxicity . ;ginseng;toxicity;Negative;o;60;67;195;203
20136429;a;4;This lipid-soluble ginseng extract is a potential nontoxic anticancer supplement for the prevention and intervention of lung tumor growth through an oral administration route. ;ginseng;lung tumor;Treatment_of_disease;o;19;26;120;130
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders. ;coffee;degenerative diseases;Treatment_of_disease;o;49;55;121;142
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders , diabetes, obesity and neurodegenerative disorders. ;coffee;cardiovascular disorders;Treatment_of_disease;o;49;55;153;177
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders. ;coffee;obesity;Treatment_of_disease;o;49;55;189;196
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders . ;coffee;neurodegenerative disorders;Treatment_of_disease;o;49;55;201;228
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes , obesity and neurodegenerative disorders. ;coffee;diabetes;Treatment_of_disease;o;49;55;179;187
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders. ;tea;degenerative diseases;Treatment_of_disease;o;60;63;121;142
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders , diabetes, obesity and neurodegenerative disorders. ;tea;cardiovascular disorders;Treatment_of_disease;o;60;63;153;177
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders. ;tea;obesity;Treatment_of_disease;o;60;63;189;196
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes, obesity and neurodegenerative disorders . ;tea;neurodegenerative disorders;Treatment_of_disease;o;60;63;201;228
20138903;a;0;Epidemiological data suggest that consumption of coffee and tea is associated with a reduced risk of several chronic and degenerative diseases including cardiovascular disorders, diabetes , obesity and neurodegenerative disorders. ;tea;diabetes;Treatment_of_disease;o;60;63;179;187
20155621;t;0; Cancer chemoprevention by pomegranate : laboratory and clinical evidence. ;pomegranate;Cancer;Treatment_of_disease;o;27;38;1;7
20155621;a;4;Recent research has shown that pomegranate extracts selectively inhibit the growth of breast, prostate, colon and lung cancer cells in culture. ;pomegranate;breast, prostate, colon and lung cancer;Treatment_of_disease;o;31;42;86;125
20155621;a;4;Recent research has shown that pomegranate extracts selectively inhibit the growth of breast, prostate, colon and lung cancer cells in culture. ;pomegranate;prostate, colon and lung cancer;Treatment_of_disease;o;31;42;94;125
20155621;a;4;Recent research has shown that pomegranate extracts selectively inhibit the growth of breast, prostate, colon and lung cancer cells in culture. ;pomegranate;colon and lung cancer;Treatment_of_disease;o;31;42;104;125
20155621;a;4;Recent research has shown that pomegranate extracts selectively inhibit the growth of breast, prostate, colon and lung cancer cells in culture. ;pomegranate;lung cancer;Treatment_of_disease;o;31;42;114;125
20155621;a;5;In preclinical animal studies, oral consumption of pomegranate extract inhibited growth of lung, skin, colon and prostate tumors . ;pomegranate;lung, skin, colon and prostate tumors;Treatment_of_disease;o;51;62;91;128
20155621;a;5;In preclinical animal studies, oral consumption of pomegranate extract inhibited growth of lung, skin, colon and prostate tumors . ;pomegranate;skin, colon and prostate tumors;Treatment_of_disease;o;51;62;97;128
20155621;a;5;In preclinical animal studies, oral consumption of pomegranate extract inhibited growth of lung, skin, colon and prostate tumors . ;pomegranate;colon and prostate tumors;Treatment_of_disease;o;51;62;103;128
20155621;a;5;In preclinical animal studies, oral consumption of pomegranate extract inhibited growth of lung, skin, colon and prostate tumors . ;pomegranate;prostate tumors;Treatment_of_disease;o;51;62;113;128
20155621;a;6;An initial phase II clinical trial of pomegranate juice in patients with prostate cancer reported significant prolongation of prostate specific antigen doubling time. ;pomegranate;prostate cancer;Treatment_of_disease;x;38;49;73;88
20155621;a;7;This review focuses on recent investigations into the effects of pomegranate fruit on cancer . ;pomegranate fruit;cancer;Treatment_of_disease;o;65;82;86;92
20182037;t;0;Caffeine and coffee as therapeutics against Alzheimer's disease . ;coffee;Alzheimer's disease;Treatment_of_disease;o;13;19;44;63
20182037;a;0;Epidemiologic studies have increasingly suggested that caffeine/ coffee could be an effective therapeutic against Alzheimer's disease (AD). ;coffee;Alzheimer's disease;Treatment_of_disease;o;65;71;114;133
20182037;a;0;Epidemiologic studies have increasingly suggested that caffeine/ coffee could be an effective therapeutic against Alzheimer's disease ( AD ). ;coffee;AD;Treatment_of_disease;o;65;71;136;138
20182037;a;1;We have utilized a transgenic mouse model for AD in well-controlled studies to determine if caffeine and/or coffee have beneficial actions to protect against or reverse AD-like cognitive impairment and AD pathology. ;coffee;AD;Negative;o;108;114;46;48
20182037;a;1;We have utilized a transgenic mouse model for AD in well-controlled studies to determine if caffeine and/or coffee have beneficial actions to protect against or reverse AD-like cognitive impairment and AD pathology. ;coffee;AD;Negative;o;108;114;46;48
20182037;a;1;We have utilized a transgenic mouse model for AD in well-controlled studies to determine if caffeine and/or coffee have beneficial actions to protect against or reverse AD-like cognitive impairment and AD pathology. ;coffee;AD-like cognitive impairment;Negative;o;108;114;169;197
20182037;a;6;"Caffeinated coffee provided to AD mice also quickly decreased plasma Abeta levels, but not ""decaffeinated"" coffee, suggesting that caffeine is critical to decreasing blood Abeta levels. ";coffee;AD;Treatment_of_disease;x;12;18;31;33
20182037;a;6;"Caffeinated coffee provided to AD mice also quickly decreased plasma Abeta levels, but not ""decaffeinated"" coffee , suggesting that caffeine is critical to decreasing blood Abeta levels. ";coffee;AD;Negative;o;12;18;31;33
20182037;a;8;These results indicate a surprising ability of moderate caffeine intake (the human equivalent of 500 mg caffeine or 5 cups of coffee per day) to protect against or treat AD in a mouse model for the disease and a therapeutic potential for caffeine against AD in humans. ;coffee;AD;Treatment_of_disease;o;126;132;170;172
20182037;a;8;These results indicate a surprising ability of moderate caffeine intake (the human equivalent of 500 mg caffeine or 5 cups of coffee per day) to protect against or treat AD in a mouse model for the disease and a therapeutic potential for caffeine against AD in humans. ;coffee;AD;Negative;o;126;132;170;172
20233001;t;0;Protective effects of Nigella sativa on intestinal ischemia-reperfusion injury in rats. ;Nigella sativa;intestinal ischemia-reperfusion injury;Treatment_of_disease;o;22;36;40;78
20233001;a;0;BACKGROUND: In previous studies, it has been demonstrated that Nigella Sativa (NS) has protective effects against ischemia reperfusion injury on various organs. ;Nigella Sativa;ischemia reperfusion injury;Treatment_of_disease;o;63;77;114;141
20233001;a;0;BACKGROUND: In previous studies, it has been demonstrated that Nigella Sativa ( NS ) has protective effects against ischemia reperfusion injury on various organs. ;NS;ischemia reperfusion injury;Treatment_of_disease;o;80;82;116;143
20233001;a;2;We aimed to determine whether NS prevents intestinal ischemia-reperfusion injury in rats. ;NS;intestinal ischemia-reperfusion injury;Negative;o;30;32;42;80
20233001;a;6;Rats in the group 3 received NS (0,2 mL/kg) intraperitoneally, before ischemia and before reperfusion. ;NS;ischemia;Negative;o;29;31;70;78
20233001;a;13;CONCLUSION: Our results suggest that NS treatment protected the rat's intestinal tissue against intestinal ischemia-reperfusion injury . ;NS;intestinal ischemia-reperfusion injury;Treatment_of_disease;o;37;39;96;134
20331351;a;0;INTRODUCTION: Garlic (Allium sativum), traditionally being used as a spice worldwide, has different applications and is claimed to possess beneficial effects in several health ailments such as tumor and atherosclerosis. ;Garlic;tumor;Treatment_of_disease;o;14;20;193;198
20331351;a;0;INTRODUCTION: Garlic (Allium sativum), traditionally being used as a spice worldwide, has different applications and is claimed to possess beneficial effects in several health ailments such as tumor and atherosclerosis . ;Garlic;atherosclerosis;Treatment_of_disease;o;14;20;203;218
20331351;a;0;INTRODUCTION: Garlic ( Allium sativum ), traditionally being used as a spice worldwide, has different applications and is claimed to possess beneficial effects in several health ailments such as tumor and atherosclerosis. ;Allium sativum;tumor;Treatment_of_disease;o;23;37;195;200
20331351;a;0;INTRODUCTION: Garlic ( Allium sativum ), traditionally being used as a spice worldwide, has different applications and is claimed to possess beneficial effects in several health ailments such as tumor and atherosclerosis . ;Allium sativum;atherosclerosis;Treatment_of_disease;o;23;37;205;220
20331351;a;9;Cytotoxicity of macrophages' supernatant on WEHI-164 fibrosarcoma cells was not affected by garlic protein fractions (P = 0.066 for 14-kDa and P = 0.085 for 47-kDa fractions). ;garlic;fibrosarcoma;Negative;o;92;98;53;65
20331351;a;9; Cytotoxicity of macrophages' supernatant on WEHI-164 fibrosarcoma cells was not affected by garlic protein fractions (P = 0.066 for 14-kDa and P = 0.085 for 47-kDa fractions). ;garlic;Cytotoxicity;Negative;o;93;99;1;13
20353012;t;0;[Study on antiinflammatory effect of different chemotype of Cinnamomum camphora on rat arthritis model induced by Freund's adjuvant]. ;Cinnamomum camphora;arthritis;Treatment_of_disease;o;60;79;87;96
20353012;a;0;OBJECTIVE: To study the antiinflammatory effects of naphtha from different chemotypes of Cinnamomum camphora and natural borneol on the rat arthritis model induced by Freund's adjuvant. ;Cinnamomum camphora;arthritis;Negative;o;89;108;140;149
20353012;a;10;CONCLUSION: The different chemotypes of C. camphora have anti-inflammatory effect on the rat arthritis model induced by Freund's adjuvant, but pharmacological activity and mechanism of action are different. ;C. camphora;arthritis;Treatment_of_disease;o;40;51;93;102
20406522;t;0;A population-based twin study of the genetic and environmental relationship of major depression , regular tobacco use and nicotine dependence. ;tobacco;major depression;Negative;o;106;113;79;95
20406522;t;0;A population-based twin study of the genetic and environmental relationship of major depression, regular tobacco use and nicotine dependence . ;tobacco;nicotine dependence;Negative;o;105;112;121;140
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use (RU) or nicotine dependence (ND). ;tobacco;major depression;Association;o;124;131;90;106
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression ( MD ) and regular tobacco use (RU) or nicotine dependence (ND). ;tobacco;MD;Association;o;126;133;109;111
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use (RU) or nicotine dependence (ND). ;tobacco;nicotine dependence;Negative;o;124;131;144;163
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use (RU) or nicotine dependence ( ND ). ;tobacco;ND;Negative;o;124;131;8;10
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use ( RU ) or nicotine dependence (ND). ;RU;major depression;Association;o;138;140;90;106
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression ( MD ) and regular tobacco use ( RU ) or nicotine dependence (ND). ;RU;MD;Association;o;140;142;109;111
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use ( RU ) or nicotine dependence (ND). ;RU;nicotine dependence;Negative;o;138;140;146;165
20406522;a;0;BACKGROUND: Numerous epidemiological studies have reported a positive association between major depression (MD) and regular tobacco use ( RU ) or nicotine dependence ( ND ). ;RU;ND;Negative;o;138;140;8;10
20406522;a;2;METHOD: We assessed MD , RU and ND in same-sex twins from the population-based Swedish Twin Registry. ;RU;MD;Negative;o;25;27;20;22
20406522;a;2;METHOD: We assessed MD, RU and ND in same-sex twins from the population-based Swedish Twin Registry. ;RU;ND;Negative;o;24;26;31;33
20406522;a;4;We used structural equation modeling to examine the relationship between MD , RU , and ND given RU. ;RU;MD;Negative;o;78;80;73;75
20406522;a;4;We used structural equation modeling to examine the relationship between MD, RU , and ND given RU. ;RU;ND;Negative;o;77;79;86;88
20406522;a;4;We used structural equation modeling to examine the relationship between MD , RU, and ND given RU . ;RU;MD;Negative;o;78;80;73;75
20406522;a;4;We used structural equation modeling to examine the relationship between MD, RU, and ND given RU . ;RU;ND;Negative;o;77;79;85;87
20406522;a;5;RESULTS: The results suggest modest correlations between MD and RU , and between MD and ND. ;RU;MD;Negative;o;64;66;57;59
20406522;a;5;RESULTS: The results suggest modest correlations between MD and RU , and between MD and ND. ;RU;MD;Negative;o;64;66;57;59
20406522;a;5;RESULTS: The results suggest modest correlations between MD and RU , and between MD and ND . ;RU;ND;Negative;o;64;66;88;90
20406522;a;6;In males, the liability shared between MD and RU is solely genetic for both cigarettes and snus, while MD and ND share both genetic and unique environmental influences. ;RU;MD;Negative;o;46;48;39;41
20406522;a;6;In males, the liability shared between MD and RU is solely genetic for both cigarettes and snus, while MD and ND share both genetic and unique environmental influences. ;RU;MD;Negative;o;46;48;39;41
20406522;a;6;In males, the liability shared between MD and RU is solely genetic for both cigarettes and snus, while MD and ND share both genetic and unique environmental influences. ;RU;ND;Negative;o;46;48;110;112
20406522;a;7;The continuation to ND given RU differed considerably between cigarette and snus users. ;RU;ND;Negative;o;29;31;20;22
